Job,Size,Processing Time,Profit,Inventory Cost,Open,Close
1,16.7937906650206,19.1283602994532,40.2552023033452,12.4529684434186,1174.51431165945,1175.53166626003
2,16.4521858116341,15.1928482876459,63.0190048115306,10.5284015224696,535.63481475602,538.112987669364
3,15.6523981310479,8.682276174851,3.27092022524841,1.11987938190326,378.652964332042,410.207160363835
4,12.798506216582,19.9625039091289,9.62896227887754,2.68416808592351,931.751237400476,954.294556375014
5,14.1126828369169,13.5005926398249,62.6948079090749,27.9879704840741,1246.6167630276,1283.36635617766
6,15.0482865767381,13.2887697526907,23.3891196678976,6.86874611988542,1235.38474791872,1273.56315655845
7,18.526940249284,14.3614121347417,26.4453863606905,9.27775619035701,972.026039124656,980.311096119118
8,11.3436341977475,15.1677135137033,50.4283588648869,13.7777391859842,711.018995168597,711.805930674159
9,16.9418329053196,7.336325509942,29.3382364732529,8.66193846351621,731.118472113872,756.741137645007
10,13.8750498284321,17.9292691911335,16.125385501807,2.39975185264934,805.887655577927,823.159543950018
11,13.774578254163,16.6713621652005,66.4833530877217,20.2821517942618,567.985984456911,590.292288657269
12,16.8388309319715,20.7698920806055,11.0607403578673,1.82942490920223,435.693048377275,449.982266802069
13,15.1806483437431,14.4792317967199,12.4717421900251,3.7104244785235,719.003444138897,743.161368513886
14,13.3940868776661,10.2064655669131,47.0545378886805,17.9426832745103,566.158714425555,591.681218549418
15,10.8144078697608,12.8538975386731,54.8305458733916,22.3408314439535,320.061442675519,354.262096176924
16,12.3701617910521,7.48574914366041,23.4728530502254,9.76843427843442,617.704461948976,640.513028258702
17,17.8932876403796,21.8069480296084,69.9911363919607,9.51666932591397,1194.45059690385,1204.62097873449
18,14.1874780220268,19.1862025367017,72.1174544675913,23.1845383354738,316.668520046107,348.445133788193
19,18.0884617610873,11.8159260719004,36.8211086233983,18.253352292653,1287.12603968775,1288.03022279534
20,16.4582880138253,16.255544228261,52.7841567803017,8.58549960738553,878.584432390701,916.885656660499
21,10.7244137732973,12.7106042824193,59.9956206029438,12.3081154663057,1193.7052498248,1221.65334886792
22,17.6327130216398,23.1646927410832,15.2655497653709,1.7713206066975,389.04997699797,402.124290697674
23,13.1590522174579,8.87462354647717,8.19999098793145,3.48616338263684,484.976566918963,523.651468921332
24,12.738064544278,24.8545865496095,100.465756208051,36.4128539106367,450.496330576344,458.953865808447
25,19.1288455046011,17.8874481069608,59.0771792743343,20.8967702151118,1025.62506741063,1063.0545273158
26,19.563677173497,11.653309648817,31.6389829896872,9.09594179776443,588.877086722145,602.123948937743
27,16.5957739703853,18.4002482378738,53.5284083951335,24.57509756282,532.534759141305,550.596051852649
28,12.2371336499589,22.7258026608414,98.0172194525154,20.5948420040232,544.696106737629,584.147663993277
29,14.9882157138426,16.9826238658439,10.2846313385131,4.69660661668958,705.322198449003,718.997227104724
30,18.3084851538807,5.19567435458694,24.7437979546321,11.1600187034588,547.316994849158,572.522555666701
31,19.6752757273242,13.8829989087909,16.4832232217246,6.24345219550694,1044.95277919829,1052.6235286079
32,12.7838670489755,5.6608911416657,16.5438351178937,4.77186714041561,1049.62767077707,1084.25813388577
33,13.9188817730973,22.2008801080735,22.0244206962612,10.3459888236685,1226.07294203364,1232.35489653968
34,18.4312097672556,17.6049034855449,25.6871867242532,5.22544757102055,1218.38434488164,1236.53637422247
35,16.8612726676787,24.0721180386362,6.2011219630622,0.62560705218856,1139.31437810424,1158.69546842438
36,18.2439455818185,23.5469836760834,43.3746877891717,19.8689774996633,1242.69266119084,1242.95174218397
37,10.6348160253907,8.35742141603471,34.879074528154,7.60147248016524,1170.08264216956,1171.11890806789
38,15.4775980199237,8.28937417063787,2.58513200005218,1.18073018560232,1002.76003073271,1027.08435674308
39,10.9489703302034,23.0922502015005,81.9645468874799,13.859544250893,322.738179225438,338.285804907138
40,10.5187129548076,14.1024361146827,28.5784173089894,9.58798659546086,480.340416036326,500.24462461208
41,15.874397464431,16.6143310983458,20.2124934399059,7.49134530311935,862.882746356016,878.954410251649
42,16.614677440684,6.49677154844122,17.2007186193728,2.34349313538025,1109.27639252821,1134.98709939758
43,17.7960932724725,13.107052748513,3.24511902479883,0.944384332335938,1108.6451982704,1142.64179817625
44,14.7517915727682,16.923849052037,50.1331939187741,9.29240678635657,1234.05486965389,1264.14842404797
45,16.816098024498,8.48271988748101,16.6050622376011,2.06430092073871,498.007338450626,501.663799556563
46,17.6751511741019,18.5094163176387,73.3425370337153,20.6255017933618,856.434324537052,888.588114140194
47,14.8294102789227,22.2897581643741,75.7549956354968,17.4952308507018,1143.27822756578,1172.50731849147
48,14.0650375262346,24.2129667535239,45.9916253063437,4.6625782345113,659.165066489601,699.164057049317
49,13.316417439094,20.8139800180364,86.7639079274055,29.781615775093,1107.45510538385,1140.13065463014
50,13.2740202991616,20.5012369442334,34.0343594274868,10.1519326177925,512.749952851842,539.708075006076
51,19.4409982568106,11.5672513491122,22.099048902729,4.19070190023334,1212.52103830662,1232.88670996573
52,19.3101935975241,5.44937056788755,24.4321470553066,8.9256943896152,629.843327637845,647.52138132701
53,11.7436642499346,21.3162930533276,42.0946456742331,19.2256488729958,926.410578495693,929.008292652222
54,16.5012042782694,12.1326019686832,41.9637927954239,13.864659038251,454.339011992861,475.355652507033
55,11.9769436409272,24.2438676828785,43.3495642989646,17.1798975546398,368.850329541948,376.844910662705
56,13.9547272622837,14.1956737965527,61.2624772224431,21.9226384802888,1028.50824079434,1060.04671220768
57,11.7804096539848,13.2986496780214,36.6717005704832,7.73336454098683,996.902405546866,1000.48786473312
58,16.9848190468519,11.6099435486391,5.22767462355034,1.17185499055342,1131.50938989686,1165.30289520836
59,13.4884266953843,23.857649867532,87.7940298848983,28.6650943304603,610.469592795995,627.328804673232
60,10.5434267013935,15.0486931539473,6.81596449987273,3.23626659506006,619.404611713984,623.537795611554
61,15.5686557916721,13.2477624785691,14.7088919900872,2.86319775045021,548.090981824361,587.194471788392
62,10.2317394739278,6.81680718337658,22.8401177252577,5.93158805338064,1182.58074225726,1183.6937987461
63,11.7624505480352,16.6317611008225,66.5529530946847,16.7601956471552,955.578332625944,991.020782277826
64,19.6399545490697,10.5701143558388,49.768061351977,12.0902364048219,331.293564627693,334.851055144569
65,15.3070045482579,16.7519937753022,43.3712946676563,20.8385257471553,1218.53306053101,1235.26796444216
66,16.4419298749066,12.5740336920483,35.6126803388365,13.8021194340239,843.055297864379,878.646696567429
67,19.610453903645,6.20960000253665,21.7037001651812,10.3659452028838,550.028401957972,569.174355929088
68,19.2368626066509,5.26222413442721,15.8676408520267,5.42397265470408,334.437170421907,371.391319017933
69,18.8912168219271,21.1399251492897,55.5434703634462,19.8332664172746,943.94817636905,965.155199069871
70,16.4133939986264,10.82898960109,30.5609786764488,7.04108380252427,357.719316510083,385.727427330462
71,12.1853603659106,20.5693587618815,84.9740291909766,15.8295351182247,417.525131703405,457.071466944973
72,15.1651093528673,17.6059131491912,40.9270221623404,14.1267557317549,1133.76753989544,1143.18863329805
73,14.0612532800475,6.54502310434433,4.95554294149159,0.566234382783622,402.269158929623,436.021249089531
74,17.1648812760107,15.189326394626,64.4649579578852,25.8197297229305,1225.00140782309,1258.32918651236
75,18.9606506704956,8.87264254419695,29.7706639527262,5.9374624830251,521.706563658921,525.654083296567
76,13.0205856192908,19.2427794392006,92.5822397838156,42.4348579507674,708.918566843459,748.713989251503
77,12.6672229996015,15.347333058256,50.5126573042704,5.73281981485841,823.283798308424,828.68525367213
78,13.3212527748993,7.11941460650626,31.4497918968272,3.54396855890663,919.310491753594,946.470651049435
79,17.0425584919216,11.8538738347434,19.0154141832007,8.39860363683194,441.988613779264,453.477367749324
80,14.812004914678,8.48778654450703,39.6254277691359,7.93533514951481,663.439877100258,696.680412436302
81,19.1019200279282,23.5577366554314,66.0063807510295,18.5781133374388,1213.5657619664,1230.59472859332
82,14.038915168403,23.4404096716757,69.049232516615,11.0288518245824,780.473900661652,814.327247306567
83,10.0009611574278,7.76091797917893,9.8186657971897,3.5126090499695,970.891698453836,986.308779173675
84,19.547572039683,21.6486408786908,55.7032447718376,16.5706898529299,529.858728357395,567.958613232418
85,11.4337712108011,14.9808789315619,62.8003727553212,15.8901502937981,678.805101107207,716.237579006023
86,11.1694977670218,10.9934948375845,34.2216746638039,11.2571779907569,1264.74263854829,1299.72417473468
87,17.312762265333,13.2202466922319,42.5497125853129,14.7257872105993,653.103235162508,683.134221300613
88,13.6491795192638,6.88452369663716,22.3683113423699,7.57992344248531,382.618984031623,410.260876252107
89,11.0222754056234,22.7043816311867,105.022009936998,44.4234935065712,644.30890052669,645.021058745701
90,18.0129400722244,21.1335908301784,39.3827073080531,7.19353011833167,965.740919421376,990.660566433146
91,18.5619509765453,7.99016226947742,27.8015377681724,7.86769066401255,539.807218808762,541.627974959418
92,13.0727724355124,15.1630938036489,74.4344856394571,32.3575936275288,588.436971258919,600.748226172582
93,11.2201868493894,17.6390491947223,58.9908909799755,11.7392574400678,1055.76622800654,1086.63894330248
94,14.1791227843957,7.46406943471331,19.0272362348928,5.18610920544209,1231.82755644301,1255.7505770717
95,13.6717325445891,6.87401396229939,2.544222184545,0.876968199305394,322.35630753424,338.769474160744
96,11.9665777270783,23.3281173316184,25.9364639120031,9.70008145915073,640.935375882681,647.581262337204
97,18.9202216994093,13.1851953133769,53.9672223155632,7.2338930878983,1186.35998432052,1205.45453347341
98,13.2527828443666,10.2601005652602,51.014656292883,21.0621723661096,608.922307772622,648.490587197849
99,19.6416190062463,9.70459422900989,7.49391322769111,3.38770411696787,1016.09809764633,1026.85380892357
100,19.8690372378201,21.5003881092162,92.1946032873773,42.9066977219328,746.346969920395,757.190431360568
