Job,Size,Processing Time,Profit,Inventory Cost,Open,Close
1,16.7276625960528,23.0349554771095,112.374054115444,30.5739162488526,1512.71546822403,1545.95048260903
2,10.904192209905,12.3323902753713,58.5134748822396,12.1407946118266,2065.24561443802,2097.86969778734
3,13.7282905919114,15.0355337852867,27.2148002027564,13.1404186326015,2069.11313865893,2091.82789960246
4,18.0728901480657,10.9529066385657,43.4840979538089,6.41384477574844,1803.84111154907,1831.61293544122
5,14.6542291918171,11.7811777089882,7.09417283387245,1.65761191208542,2033.35224854835,2036.14378426664
6,15.3424539036142,7.72409214298023,8.94259066374094,3.59361049987774,2150.17481108071,2162.48477297416
7,19.4194507020847,15.2300087232428,73.4896478678535,27.9843296826391,1797.58124551972,1822.06122221237
8,17.4474666885059,15.7514100121955,35.4659640487464,12.3171228878497,1737.04104606656,1737.32018530612
9,17.1925722469637,19.2150387674372,13.0156706491288,1.62244352514632,2334.99627547185,2348.21980598822
10,18.8897513113042,7.25292794569101,32.5599694536742,10.8016648137119,1707.14817988245,1712.23289042564
11,18.5015259136704,22.3898343592853,102.302536882122,45.8597496668531,2044.05061027065,2049.16095513457
12,10.7327320875259,24.1034695823292,120.093325729818,39.74295938109,2057.63533075535,2096.5592566767
13,18.7809179983724,13.6750119339537,48.4174831298792,22.3337102200875,1752.53780730335,1782.14110148672
14,10.5101879269699,5.04399476429959,16.9219339974632,7.72830559100617,2156.06479276282,2171.5405140867
15,10.0779426633569,16.5777183214579,50.25117491113,22.5493798171286,1833.67358960383,1843.72485613487
16,18.6385501802219,22.2178173327207,9.78441980636391,1.14454201444912,1795.64616369653,1831.44933542818
17,19.7310272555861,10.5241943190883,18.2689011043203,2.69057519126322,2295.40340982665,2299.01000279402
18,11.8068854575433,17.5696174514825,13.040356289784,3.9164615601872,2018.99789450264,2030.15705999193
19,10.2287159103911,20.2395466236084,66.7677565060775,30.1423792264915,1797.38433363826,1814.51375012085
20,11.72528567283,18.7551337688649,36.6042609404211,15.7441484894043,2147.12819148256,2181.12676323471
21,16.1730270923192,20.0248434410167,42.9844558229319,16.7540758827046,1817.69807275401,1824.60638713711
22,14.6117818093532,12.350685970561,35.6391215818233,13.7723617214039,1509.04731818078,1543.65018716549
23,19.9965928867477,7.95434098614333,12.841751190572,3.27694796984083,1906.39967944736,1931.68767590765
24,19.9488488892658,13.530494169474,56.7658136974335,22.351555208196,2067.28861322,2092.24170730178
25,19.7881859553289,7.67922746199911,19.3046336529522,3.87497850955189,1774.33119881045,1781.19260690736
26,16.679293763872,19.4437196360536,24.1125202546561,5.4079822801918,1872.31092922221,1896.94938405518
27,13.575466898972,20.582741627834,57.8198828976334,15.2116717967999,1998.24872248841,2017.68899429595
28,13.780409541743,6.80579285059288,33.793692016456,4.15326177869284,2036.26931945895,2055.02351979628
29,11.1019593592447,21.2818926130105,79.2316387284207,11.0920140809281,2101.77549007304,2113.46265527828
30,11.6623906272296,15.9484890309282,8.2975165325799,2.41171259812328,1982.00431740839,2001.67371875864
31,13.6262553819322,19.458301388469,92.9429652954749,11.0032765803888,1826.59623782718,1848.40933393425
32,19.5537009273374,6.64442273689858,13.6411108715446,3.31279467780375,2191.78240412429,2214.56656635956
33,12.0906808014443,9.34154860628618,24.5749785382506,11.4543976899603,1583.73807289512,1592.64138664012
34,16.2474695991017,17.8382433464045,74.8070529968482,29.0420424048029,1573.61832613076,1602.09834877416
35,13.508745529703,8.68108240451103,32.5624007369638,11.5124766153674,2433.50149848467,2437.5309693305
36,18.1703540492969,22.5360514288712,63.2934862815709,26.4224321832497,1667.62072614531,1687.2022694185
37,19.0396066565176,14.0076217478545,39.0110903169793,6.02684040485645,2271.63688559352,2299.70653257126
38,14.7047570377223,23.1133486688617,81.4441270004344,23.6237163657825,2416.77045462906,2456.33377983818
39,16.4027175027425,16.3338776487636,80.4712013678947,35.3397646159038,2077.7310672199,2104.71198144937
40,18.7197435547062,16.1198046899137,27.8619084385532,9.20659284928248,1612.86744426716,1620.57145704228
41,12.8203577294008,8.99468679673517,42.8514119344573,8.63370588309263,2324.03442354841,2337.45263689147
42,12.528948635657,14.630145525007,5.07702351868504,1.43949748105818,1940.6485803239,1947.10750723462
43,13.8069190365847,15.8435244348917,25.8427791270094,11.5933206351534,1954.61414581821,1985.50204501796
44,17.1711326163521,13.0988059482902,23.1803366844984,8.62468261263931,2031.84411468697,2033.37148577403
45,10.3042833942474,9.92407110593017,14.8703044906312,3.69960522409059,1652.43590483313,1681.12154771042
46,15.8467659169323,5.64383326513605,16.2461741511221,6.55652830511719,1612.29963000886,1649.41651778232
47,15.6353115587771,8.3567573106318,40.1539323097493,11.1762939674609,2130.82364713866,2138.52405477912
48,19.930324622795,11.2644084876866,2.54510387336398,1.07780062662784,2373.31432451265,2397.8571398737
49,15.0914452305313,10.815070281322,21.5299395312545,4.98545009438258,2097.18438245648,2101.05105254135
50,10.3497245284281,23.060048715024,91.0868732941282,16.2349769225056,2408.15855858065,2409.98237667433
51,17.054966336704,21.4420214124752,83.1593657126396,15.0355398043998,2469.51291537565,2499.87582138983
